,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.34,1.08,7.44,24.48,17.01,12.73,7.82,0.01
DCC_joint,,0.34,,0.88,7.85,26.91,18.59,14.21,8.13,0.37
DCC_bivariate_loop,,1.08,0.88,,5.83,21.13,14.36,10.14,6.38,1.11
SW_cross_validated,,7.44,7.85,5.83,,14.99,8.21,3.40,1.09,7.57
SW_15,,24.48,26.91,21.13,14.99,,7.24,14.11,12.32,24.93
SW_30,,17.01,18.59,14.36,8.21,7.24,,6.06,6.24,17.32
SW_60,,12.73,14.21,10.14,3.40,14.11,6.06,,1.77,13.03
SW_120,,7.82,8.13,6.38,1.09,12.32,6.24,1.77,,7.93
sFC,,0.01,0.37,1.11,7.57,24.93,17.32,13.03,7.93,
