,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.24,1.31,7.69,21.48,13.80,8.91,5.73,0.37
DCC_joint,,0.24,,1.45,9.88,26.20,17.17,11.51,6.47,0.26
DCC_bivariate_loop,,1.31,1.45,,8.55,21.73,14.36,9.71,6.47,1.14
SW_cross_validated,,7.69,9.88,8.55,,13.46,5.99,1.02,0.29,9.02
SW_15,,21.48,26.20,21.73,13.46,,7.41,12.67,9.84,24.11
SW_30,,13.80,17.17,14.36,5.99,7.41,,5.09,4.16,15.73
SW_60,,8.91,11.51,9.71,1.02,12.67,5.09,,0.45,10.43
SW_120,,5.73,6.47,6.47,0.29,9.84,4.16,0.45,,6.29
sFC,,0.37,0.26,1.14,9.02,24.11,15.73,10.43,6.29,
