,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,4.4554e-01,2.5493e-02,2.2470e-12,1.8155e-21,1.2038e-18,2.0444e-16,9.6404e-13,9.8812e-01
DCC_joint,,4.4554e-01,,6.3393e-02,9.1390e-13,3.2952e-22,2.4578e-19,2.9022e-17,4.9418e-13,4.2500e-01
DCC_bivariate_loop,,2.5493e-02,6.3393e-02,,1.3174e-10,2.5023e-20,2.3983e-17,1.0912e-14,2.9437e-11,2.2880e-02
SW_cross_validated,,2.2470e-12,9.1390e-13,1.3174e-10,,1.1308e-17,4.2062e-13,5.0742e-07,2.5736e-02,1.6925e-12
SW_15,,1.8155e-21,3.2952e-22,2.5023e-20,1.1308e-17,,3.5909e-12,3.2906e-17,3.6054e-16,1.2984e-21
SW_30,,1.2038e-18,2.4578e-19,2.3983e-17,4.2062e-13,3.5909e-12,,6.9959e-11,4.3362e-11,8.6230e-19
SW_60,,2.0444e-16,2.9022e-17,1.0912e-14,5.0742e-07,3.2906e-17,6.9959e-11,,9.1250e-04,1.3495e-16
SW_120,,9.6404e-13,4.9418e-13,2.9437e-11,2.5736e-02,3.6054e-16,4.3362e-11,9.1250e-04,,7.6737e-13
sFC,,9.8812e-01,4.2500e-01,2.2880e-02,1.6925e-12,1.2984e-21,8.6230e-19,1.3495e-16,7.6737e-13,
