,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.98,-2.30,13.42,38.26,23.08,13.09,13.12,13.04
DCC_joint,,8.98,,-19.01,8.81,53.50,26.07,8.28,8.97,9.10
DCC_bivariate_loop,,-2.30,-19.01,,21.62,61.09,37.96,20.85,17.03,26.90
SW_cross_validated,,13.42,8.81,21.62,,30.86,11.24,-0.19,3.68,-3.80
SW_15,,38.26,53.50,61.09,30.86,,-22.57,-30.27,-14.87,-50.23
SW_30,,23.08,26.07,37.96,11.24,-22.57,,-11.16,-3.01,-21.07
SW_60,,13.09,8.28,20.85,-0.19,-30.27,-11.16,,3.78,-3.42
SW_120,,13.12,8.97,17.03,3.68,-14.87,-3.01,3.78,,-6.15
sFC,,13.04,9.10,26.90,-3.80,-50.23,-21.07,-3.42,-6.15,
