,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.7310,0.8581,0.0215,0.0000,0.0005,0.0002,0.0024,0.1396
SVWP,0.7310,,0.8934,0.0087,0.0000,0.0002,0.0001,0.0009,0.2077
DCC_joint,0.8581,0.8934,,0.0184,0.0000,0.0005,0.0002,0.0022,0.2364
SW_cross_validated,0.0215,0.0087,0.0184,,0.0000,0.0967,0.1133,0.3458,0.0007
SW_15,0.0000,0.0000,0.0000,0.0000,,0.0027,0.0004,0.0003,0.0000
SW_30,0.0005,0.0002,0.0005,0.0967,0.0027,,0.7480,0.4241,0.0000
SW_60,0.0002,0.0001,0.0002,0.1133,0.0004,0.7480,,0.5630,0.0000
SW_120,0.0024,0.0009,0.0022,0.3458,0.0003,0.4241,0.5630,,0.0001
sFC,0.1396,0.2077,0.2364,0.0007,0.0000,0.0000,0.0000,0.0001,
