,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.06,0.50,0.47,2.02,0.71,1.06,3.35,21.48
SVWP,0.06,,0.36,0.38,1.81,0.60,0.91,3.01,18.34
DCC_joint,0.50,0.36,,0.15,2.09,0.43,0.88,3.89,43.45
SW_cross_validated,0.47,0.38,0.15,,1.41,0.18,0.50,2.59,17.80
SW_15,2.02,1.81,2.09,1.41,,1.34,1.01,1.17,17.33
SW_30,0.71,0.60,0.43,0.18,1.34,,0.35,2.63,20.55
SW_60,1.06,0.91,0.88,0.50,1.01,0.35,,2.28,20.05
SW_120,3.35,3.01,3.89,2.59,1.17,2.63,2.28,,17.52
sFC,21.48,18.34,43.45,17.80,17.33,20.55,20.05,17.52,
