,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.226,0.041,0.228,0.090,0.209,0.289,0.195,0.158,0.193,0.214,0.098,0.271,0.237,0.191
1,0.226,0.000,0.230,0.224,0.261,0.296,0.159,0.037,0.139,0.066,0.306,0.193,0.311,0.288,0.321
2,0.041,0.230,0.000,0.197,0.101,0.277,0.239,0.204,0.145,0.306,0.185,0.217,0.283,0.120,0.265
3,0.228,0.224,0.197,0.000,0.175,0.263,0.172,0.275,0.278,0.258,0.161,0.276,0.238,0.136,0.234
4,0.090,0.261,0.101,0.175,0.000,0.289,0.178,0.100,0.223,0.186,0.131,0.033,0.248,0.168,0.160
5,0.209,0.296,0.277,0.263,0.289,0.000,0.105,0.176,0.178,0.246,0.280,0.242,0.170,0.302,0.299
6,0.289,0.159,0.239,0.172,0.178,0.105,0.000,0.272,0.257,0.154,0.191,0.272,0.064,0.280,0.322
7,0.195,0.037,0.204,0.275,0.100,0.176,0.272,0.000,0.235,0.302,0.298,0.101,0.135,0.280,0.146
8,0.158,0.139,0.145,0.278,0.223,0.178,0.257,0.235,0.000,0.285,0.232,0.298,0.289,0.169,0.142
9,0.193,0.066,0.306,0.258,0.186,0.246,0.154,0.302,0.285,0.000,0.240,0.284,0.228,0.199,0.143
10,0.214,0.306,0.185,0.161,0.131,0.280,0.191,0.298,0.232,0.240,0.000,0.175,0.251,0.214,0.234
11,0.098,0.193,0.217,0.276,0.033,0.242,0.272,0.101,0.298,0.284,0.175,0.000,0.326,0.279,0.121
12,0.271,0.311,0.283,0.238,0.248,0.170,0.064,0.135,0.289,0.228,0.251,0.326,0.000,0.233,0.115
13,0.237,0.288,0.120,0.136,0.168,0.302,0.280,0.280,0.169,0.199,0.214,0.279,0.233,0.000,0.239
14,0.191,0.321,0.265,0.234,0.160,0.299,0.322,0.146,0.142,0.143,0.234,0.121,0.115,0.239,0.000
