,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.091,0.324,0.006,0.242,0.100,-0.041,0.121,0.160,0.111,-0.042,0.210,-0.046,-0.093,-0.125
1,-0.091,1.000,-0.089,0.087,-0.061,0.026,0.139,-0.334,0.162,0.232,0.035,-0.116,0.016,-0.053,-0.028
2,0.324,-0.089,1.000,0.105,0.222,0.003,-0.105,0.113,0.178,0.010,-0.137,0.090,-0.045,0.170,-0.004
3,0.006,0.087,0.105,1.000,-0.081,0.062,0.140,0.039,0.042,0.004,0.129,-0.015,0.097,0.172,0.095
4,0.242,-0.061,0.222,-0.081,1.000,-0.011,-0.145,0.205,0.055,0.153,-0.218,0.348,-0.073,-0.158,-0.112
5,0.100,0.026,0.003,0.062,-0.011,1.000,0.185,0.126,0.121,0.070,0.047,0.100,0.136,-0.041,-0.053
6,-0.041,0.139,-0.105,0.140,-0.145,0.185,1.000,0.040,0.062,0.135,0.128,-0.068,0.228,0.072,0.011
7,0.121,-0.334,0.113,0.039,0.205,0.126,0.040,1.000,-0.093,0.015,-0.033,0.213,0.150,0.052,0.143
8,0.160,0.162,0.178,0.042,0.055,0.121,0.062,-0.093,1.000,0.031,-0.110,0.044,-0.012,0.118,-0.149
9,0.111,0.232,0.010,0.004,0.153,0.070,0.135,0.015,0.031,1.000,-0.054,0.023,0.065,-0.127,-0.151
10,-0.042,0.035,-0.137,0.129,-0.218,0.047,0.128,-0.033,-0.110,-0.054,1.000,0.080,0.053,0.121,0.044
11,0.210,-0.116,0.090,-0.015,0.348,0.100,-0.068,0.213,0.044,0.023,0.080,1.000,-0.022,-0.009,-0.188
12,-0.046,0.016,-0.045,0.097,-0.073,0.136,0.228,0.150,-0.012,0.065,0.053,-0.022,1.000,0.097,0.171
13,-0.093,-0.053,0.170,0.172,-0.158,-0.041,0.072,0.052,0.118,-0.127,0.121,-0.009,0.097,1.000,0.092
14,-0.125,-0.028,-0.004,0.095,-0.112,-0.053,0.011,0.143,-0.149,-0.151,0.044,-0.188,0.171,0.092,1.000
