,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.113,0.053,0.121,0.100,0.141,0.110,0.135,0.119,0.151,0.124,0.102,0.113,0.133,0.127
1,0.113,0.000,0.121,0.146,0.130,0.141,0.125,0.023,0.121,0.084,0.155,0.093,0.138,0.145,0.134
2,0.053,0.121,0.000,0.125,0.091,0.150,0.111,0.141,0.132,0.155,0.100,0.146,0.137,0.143,0.147
3,0.121,0.146,0.125,0.000,0.111,0.149,0.138,0.145,0.142,0.150,0.124,0.129,0.139,0.132,0.126
4,0.100,0.130,0.091,0.111,0.000,0.125,0.070,0.139,0.109,0.132,0.080,0.080,0.095,0.106,0.103
5,0.141,0.141,0.150,0.149,0.125,0.000,0.108,0.135,0.137,0.136,0.155,0.148,0.132,0.146,0.164
6,0.110,0.125,0.111,0.138,0.070,0.108,0.000,0.137,0.138,0.142,0.124,0.093,0.089,0.126,0.148
7,0.135,0.023,0.141,0.145,0.139,0.135,0.137,0.000,0.123,0.134,0.151,0.102,0.129,0.149,0.118
8,0.119,0.121,0.132,0.142,0.109,0.137,0.138,0.123,0.000,0.134,0.111,0.140,0.131,0.132,0.141
9,0.151,0.084,0.155,0.150,0.132,0.136,0.142,0.134,0.134,0.000,0.140,0.121,0.136,0.119,0.137
10,0.124,0.155,0.100,0.124,0.080,0.155,0.124,0.151,0.111,0.140,0.000,0.138,0.119,0.146,0.133
11,0.102,0.093,0.146,0.129,0.080,0.148,0.093,0.102,0.140,0.121,0.138,0.000,0.133,0.115,0.120
12,0.113,0.138,0.137,0.139,0.095,0.132,0.089,0.129,0.131,0.136,0.119,0.133,0.000,0.091,0.124
13,0.133,0.145,0.143,0.132,0.106,0.146,0.126,0.149,0.132,0.119,0.146,0.115,0.091,0.000,0.137
14,0.127,0.134,0.147,0.126,0.103,0.164,0.148,0.118,0.141,0.137,0.133,0.120,0.124,0.137,0.000
