,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.045,0.020,0.061,0.043,0.073,0.048,0.063,0.056,0.077,0.057,0.043,0.053,0.063,0.056
1,0.045,0.000,0.050,0.076,0.059,0.074,0.060,0.007,0.054,0.033,0.075,0.037,0.067,0.070,0.058
2,0.020,0.050,0.000,0.064,0.036,0.077,0.046,0.061,0.065,0.080,0.045,0.072,0.065,0.066,0.069
3,0.061,0.076,0.064,0.000,0.055,0.080,0.073,0.072,0.073,0.080,0.057,0.065,0.071,0.066,0.060
4,0.043,0.059,0.036,0.055,0.000,0.059,0.024,0.063,0.049,0.065,0.036,0.034,0.040,0.045,0.045
5,0.073,0.074,0.077,0.080,0.059,0.000,0.050,0.068,0.075,0.071,0.077,0.078,0.066,0.075,0.084
6,0.048,0.060,0.046,0.073,0.024,0.050,0.000,0.068,0.070,0.071,0.058,0.037,0.039,0.058,0.070
7,0.063,0.007,0.061,0.072,0.063,0.068,0.068,0.000,0.056,0.062,0.071,0.044,0.062,0.074,0.053
8,0.056,0.054,0.065,0.073,0.049,0.075,0.070,0.056,0.000,0.069,0.047,0.071,0.070,0.065,0.067
9,0.077,0.033,0.080,0.080,0.065,0.071,0.071,0.062,0.069,0.000,0.066,0.056,0.071,0.055,0.064
10,0.057,0.075,0.045,0.057,0.036,0.077,0.058,0.071,0.047,0.066,0.000,0.066,0.056,0.067,0.060
11,0.043,0.037,0.072,0.065,0.034,0.078,0.037,0.044,0.071,0.056,0.066,0.000,0.066,0.053,0.060
12,0.053,0.067,0.065,0.071,0.040,0.066,0.039,0.062,0.070,0.071,0.056,0.066,0.000,0.036,0.056
13,0.063,0.070,0.066,0.066,0.045,0.075,0.058,0.074,0.065,0.055,0.067,0.053,0.036,0.000,0.061
14,0.056,0.058,0.069,0.060,0.045,0.084,0.070,0.053,0.067,0.064,0.060,0.060,0.056,0.061,0.000
