,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.235,0.144,0.247,0.223,0.263,0.240,0.266,0.249,0.279,0.273,0.229,0.261,0.271,0.280
1,0.235,0.000,0.242,0.263,0.246,0.262,0.231,0.094,0.247,0.192,0.294,0.218,0.278,0.275,0.280
2,0.144,0.242,0.000,0.252,0.230,0.271,0.243,0.264,0.258,0.283,0.234,0.281,0.279,0.258,0.298
3,0.247,0.263,0.252,0.000,0.226,0.271,0.256,0.272,0.269,0.270,0.252,0.258,0.268,0.244,0.266
4,0.223,0.246,0.230,0.226,0.000,0.253,0.190,0.252,0.241,0.257,0.209,0.177,0.239,0.230,0.242
5,0.263,0.262,0.271,0.271,0.253,0.000,0.216,0.267,0.254,0.266,0.299,0.277,0.267,0.274,0.308
6,0.240,0.231,0.243,0.256,0.190,0.216,0.000,0.267,0.270,0.258,0.260,0.230,0.210,0.267,0.299
7,0.266,0.094,0.264,0.272,0.252,0.267,0.267,0.000,0.258,0.260,0.298,0.220,0.263,0.279,0.255
8,0.249,0.247,0.258,0.269,0.241,0.254,0.270,0.258,0.000,0.268,0.256,0.272,0.275,0.251,0.287
9,0.279,0.192,0.283,0.270,0.257,0.266,0.258,0.260,0.268,0.000,0.280,0.258,0.275,0.251,0.263
10,0.273,0.294,0.234,0.252,0.209,0.299,0.260,0.298,0.256,0.280,0.000,0.278,0.271,0.296,0.293
11,0.229,0.218,0.281,0.258,0.177,0.277,0.230,0.220,0.272,0.258,0.278,0.000,0.279,0.254,0.254
12,0.261,0.278,0.279,0.268,0.239,0.267,0.210,0.263,0.275,0.275,0.271,0.279,0.000,0.240,0.271
13,0.271,0.275,0.258,0.244,0.230,0.274,0.267,0.279,0.251,0.251,0.296,0.254,0.240,0.000,0.280
14,0.280,0.280,0.298,0.266,0.242,0.308,0.299,0.255,0.287,0.263,0.293,0.254,0.271,0.280,0.000
