,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.062,0.046,0.071,0.063,0.068,0.055,0.069,0.074,0.061,0.052,0.060,0.053,0.052,0.046
1,0.062,0.000,0.053,0.060,0.059,0.070,0.060,0.029,0.063,0.054,0.050,0.055,0.064,0.059,0.046
2,0.046,0.053,0.000,0.067,0.044,0.056,0.046,0.057,0.060,0.054,0.039,0.054,0.052,0.046,0.043
3,0.071,0.060,0.067,0.000,0.067,0.060,0.058,0.058,0.059,0.057,0.052,0.060,0.057,0.056,0.047
4,0.063,0.059,0.044,0.067,0.000,0.058,0.043,0.061,0.067,0.062,0.040,0.054,0.050,0.051,0.054
5,0.068,0.070,0.056,0.060,0.058,0.000,0.057,0.069,0.067,0.064,0.051,0.064,0.062,0.062,0.047
6,0.055,0.060,0.046,0.058,0.043,0.057,0.000,0.065,0.064,0.060,0.045,0.049,0.049,0.049,0.048
7,0.069,0.029,0.057,0.058,0.061,0.069,0.065,0.000,0.066,0.067,0.051,0.058,0.063,0.060,0.048
8,0.074,0.063,0.060,0.059,0.067,0.067,0.064,0.066,0.000,0.065,0.046,0.065,0.065,0.058,0.046
9,0.061,0.054,0.054,0.057,0.062,0.064,0.060,0.067,0.065,0.000,0.055,0.064,0.057,0.054,0.044
10,0.052,0.050,0.039,0.052,0.040,0.051,0.045,0.051,0.046,0.055,0.000,0.049,0.048,0.046,0.044
11,0.060,0.055,0.054,0.060,0.054,0.064,0.049,0.058,0.065,0.064,0.049,0.000,0.057,0.054,0.046
12,0.053,0.064,0.052,0.057,0.050,0.062,0.049,0.063,0.065,0.057,0.048,0.057,0.000,0.043,0.040
13,0.052,0.059,0.046,0.056,0.051,0.062,0.049,0.060,0.058,0.054,0.046,0.054,0.043,0.000,0.043
14,0.046,0.046,0.043,0.047,0.054,0.047,0.048,0.048,0.046,0.044,0.044,0.046,0.040,0.043,0.000
