,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.242,0.467,0.000,0.247,-0.010,-0.238,0.111,0.030,0.043,-0.195,0.272,-0.242,-0.172,-0.198
1,-0.242,1.000,-0.207,0.051,-0.153,-0.058,0.162,-0.646,0.202,0.340,0.037,-0.312,-0.112,-0.079,-0.170
2,0.467,-0.207,1.000,-0.019,0.311,-0.078,-0.258,0.096,0.111,-0.046,-0.312,0.055,-0.130,0.122,-0.026
3,0.000,0.051,-0.019,1.000,-0.187,0.020,0.112,-0.065,-0.053,-0.017,0.128,-0.157,0.072,0.131,0.190
4,0.247,-0.153,0.311,-0.187,1.000,-0.178,-0.388,0.086,-0.070,0.032,-0.414,0.350,-0.303,-0.254,-0.169
5,-0.010,-0.058,-0.078,0.020,-0.178,1.000,0.265,0.098,0.081,-0.120,0.031,0.043,0.160,-0.079,-0.020
6,-0.238,0.162,-0.258,0.112,-0.388,0.265,1.000,-0.088,-0.009,0.082,0.197,-0.294,0.309,0.192,0.014
7,0.111,-0.646,0.096,-0.065,0.086,0.098,-0.088,1.000,-0.207,-0.141,-0.036,0.264,0.158,0.061,0.209
8,0.030,0.202,0.111,-0.053,-0.070,0.081,-0.009,-0.207,1.000,-0.096,-0.265,-0.058,-0.102,0.125,-0.155
9,0.043,0.340,-0.046,-0.017,0.032,-0.120,0.082,-0.141,-0.096,1.000,-0.028,-0.171,-0.068,-0.216,-0.169
10,-0.195,0.037,-0.312,0.128,-0.414,0.031,0.197,-0.036,-0.265,-0.028,1.000,-0.086,0.177,0.024,0.106
11,0.272,-0.312,0.055,-0.157,0.350,0.043,-0.294,0.264,-0.058,-0.171,-0.086,1.000,-0.131,-0.227,-0.205
12,-0.242,-0.112,-0.130,0.072,-0.303,0.160,0.309,0.158,-0.102,-0.068,0.177,-0.131,1.000,0.317,0.225
13,-0.172,-0.079,0.122,0.131,-0.254,-0.079,0.192,0.061,0.125,-0.216,0.024,-0.227,0.317,1.000,0.172
14,-0.198,-0.170,-0.026,0.190,-0.169,-0.020,0.014,0.209,-0.155,-0.169,0.106,-0.205,0.225,0.172,1.000
