,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.000,0.276,0.079,0.278,0.136,0.279,0.329,0.229,0.229,0.233,0.182,0.148,0.270,0.236,0.152
1,0.276,0.000,0.265,0.247,0.253,0.332,0.199,0.094,0.170,0.096,0.225,0.224,0.280,0.291,0.249
2,0.079,0.265,0.000,0.285,0.110,0.279,0.220,0.189,0.177,0.293,0.168,0.227,0.225,0.122,0.180
3,0.278,0.247,0.285,0.000,0.247,0.256,0.185,0.277,0.282,0.274,0.151,0.307,0.219,0.161,0.177
4,0.136,0.253,0.110,0.247,0.000,0.298,0.228,0.123,0.259,0.204,0.125,0.054,0.232,0.162,0.187
5,0.279,0.332,0.279,0.256,0.298,0.000,0.149,0.215,0.221,0.318,0.185,0.255,0.165,0.284,0.186
6,0.329,0.199,0.220,0.185,0.228,0.149,0.000,0.292,0.276,0.179,0.150,0.299,0.082,0.237,0.191
7,0.229,0.094,0.189,0.277,0.123,0.215,0.292,0.000,0.242,0.360,0.212,0.120,0.148,0.268,0.125
8,0.229,0.170,0.177,0.282,0.259,0.221,0.276,0.242,0.000,0.319,0.165,0.294,0.284,0.194,0.113
9,0.233,0.096,0.293,0.274,0.204,0.318,0.179,0.360,0.319,0.000,0.181,0.353,0.236,0.182,0.111
10,0.182,0.225,0.168,0.151,0.125,0.185,0.150,0.212,0.165,0.181,0.000,0.177,0.192,0.175,0.174
11,0.148,0.224,0.227,0.307,0.054,0.255,0.299,0.120,0.294,0.353,0.177,0.000,0.269,0.329,0.112
12,0.270,0.280,0.225,0.219,0.232,0.165,0.082,0.148,0.284,0.236,0.192,0.269,0.000,0.217,0.085
13,0.236,0.291,0.122,0.161,0.162,0.284,0.237,0.268,0.194,0.182,0.175,0.329,0.217,0.000,0.182
14,0.152,0.249,0.180,0.177,0.187,0.186,0.191,0.125,0.113,0.111,0.174,0.112,0.085,0.182,0.000
