,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.225,0.444,0.004,0.237,-0.014,-0.221,0.098,0.028,0.040,-0.172,0.258,-0.218,-0.153,-0.177
1,-0.225,1.000,-0.198,0.048,-0.146,-0.044,0.156,-0.614,0.191,0.327,0.036,-0.293,-0.100,-0.081,-0.160
2,0.444,-0.198,1.000,-0.012,0.291,-0.071,-0.238,0.093,0.102,-0.042,-0.280,0.053,-0.118,0.123,-0.017
3,0.004,0.048,-0.012,1.000,-0.167,0.017,0.106,-0.057,-0.048,-0.020,0.125,-0.142,0.073,0.130,0.171
4,0.237,-0.146,0.291,-0.167,1.000,-0.163,-0.364,0.085,-0.064,0.031,-0.378,0.342,-0.280,-0.237,-0.153
5,-0.014,-0.044,-0.071,0.017,-0.163,1.000,0.248,0.099,0.083,-0.100,0.029,0.039,0.148,-0.068,-0.021
6,-0.221,0.156,-0.238,0.106,-0.364,0.248,1.000,-0.077,-0.008,0.082,0.185,-0.277,0.292,0.176,0.011
7,0.098,-0.614,0.093,-0.057,0.085,0.099,-0.077,1.000,-0.188,-0.135,-0.034,0.250,0.154,0.063,0.202
8,0.028,0.191,0.102,-0.048,-0.064,0.083,-0.008,-0.188,1.000,-0.081,-0.244,-0.048,-0.096,0.123,-0.146
9,0.040,0.327,-0.042,-0.020,0.031,-0.100,0.082,-0.135,-0.081,1.000,-0.029,-0.153,-0.055,-0.203,-0.164
10,-0.172,0.036,-0.280,0.125,-0.378,0.029,0.185,-0.034,-0.244,-0.029,1.000,-0.074,0.164,0.020,0.097
11,0.258,-0.293,0.053,-0.142,0.342,0.039,-0.277,0.250,-0.048,-0.153,-0.074,1.000,-0.125,-0.207,-0.196
12,-0.218,-0.100,-0.118,0.073,-0.280,0.148,0.292,0.154,-0.096,-0.055,0.164,-0.125,1.000,0.290,0.209
13,-0.153,-0.081,0.123,0.130,-0.237,-0.068,0.176,0.063,0.123,-0.203,0.020,-0.207,0.290,1.000,0.158
14,-0.177,-0.160,-0.017,0.171,-0.153,-0.021,0.011,0.202,-0.146,-0.164,0.097,-0.196,0.209,0.158,1.000
