,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SVWP,0.1932,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,-10.7289,-10.9504,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0601
SW_cross_validated,-20.695,-20.9261,-10.4088,-,0.0000,0.0000,0.0000,0.0019,0.0000
SW_15,-78.5932,-79.1058,-63.9217,-47.789,-,0.0000,0.0000,0.0000,0.0000
SW_30,-56.8829,-57.3257,-42.8455,-28.0453,24.4456,-,0.0000,0.0000,0.0000
SW_60,-37.5133,-37.8473,-25.1471,-12.4599,39.8656,17.2214,-,0.0000,0.0000
SW_120,-25.3734,-25.6207,-14.8468,-4.0931,43.5211,23.5459,8.0279,-,0.0000
sFC,-8.0343,-8.2606,3.1653,13.7974,71.2391,49.097,29.9048,18.4668,-
