,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,0.03,1.78,1.13,3.23,0.93,0.59,2.05,0.94
SVWP,0.03,,1.79,1.16,3.25,0.95,0.61,2.08,0.96
DCC_joint,1.78,1.79,,2.17,3.81,1.71,1.59,2.86,1.37
SW_cross_validated,1.13,1.16,2.17,,2.34,0.16,0.32,0.95,1.61
SW_15,3.23,3.25,3.81,2.34,,1.92,2.48,1.51,3.51
SW_30,0.93,0.95,1.71,0.16,1.92,,0.40,0.62,1.22
SW_60,0.59,0.61,1.59,0.32,2.48,0.40,,1.18,0.98
SW_120,2.05,2.08,2.86,0.95,1.51,0.62,1.18,,2.45
sFC,0.94,0.96,1.37,1.61,3.51,1.22,0.98,2.45,
