,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,-,1.,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SVWP,0.3351,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
DCC_joint,17.7826,17.9465,-,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
SW_cross_validated,-11.2736,-11.5787,-21.6616,-,0.0000,1.,0.0535,0.0000,0.0000
SW_15,-32.268,-32.4838,-38.076,-23.3806,-,0.0000,0.0000,0.0000,0.0000
SW_30,-9.3193,-9.4818,-17.055,-1.5581,19.1579,-,0.0027,0.0000,0.0000
SW_60,-5.9398,-6.145,-15.8917,3.1994,24.7819,4.0024,-,0.0000,0.0000
SW_120,-20.4952,-20.787,-28.6483,-9.4777,15.0614,-6.1953,-11.7619,-,0.0000
sFC,9.3668,9.6143,-13.7078,16.0578,35.059,12.2406,9.8203,24.4656,-
