,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,1.42,9.10,17.47,37.75,15.99,10.89,24.92,301.84
SVWP,1.42,,7.30,15.80,35.64,14.22,9.07,22.64,281.89
DCC_joint,9.10,7.30,,10.31,31.44,8.26,2.10,16.91,320.71
SW_cross_validated,17.47,15.80,10.31,,18.49,-2.41,-8.42,3.77,214.34
SW_15,37.75,35.64,31.44,18.49,,-21.88,-29.24,-17.19,183.39
SW_30,15.99,14.22,8.26,-2.41,-21.88,,-6.25,6.84,243.97
SW_60,10.89,9.07,2.10,-8.42,-29.24,-6.25,,14.47,302.95
SW_120,24.92,22.64,16.91,3.77,-17.19,6.84,14.47,,280.36
sFC,301.84,281.89,320.71,214.34,183.39,243.97,302.95,280.36,
