,VWP,SVWP,DCC_joint,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP,,9.8342e-01,8.7844e-99,8.1155e-66,3.6450e-130,1.3200e-44,2.9378e-102,0.0000e+00,0.0000e+00
SVWP,9.8342e-01,,1.2576e-96,1.2182e-64,3.6970e-128,1.3274e-43,4.9744e-100,0.0000e+00,0.0000e+00
DCC_joint,8.7844e-99,1.2576e-96,,1.5866e-04,1.3490e-30,4.7672e-27,4.3338e-01,0.0000e+00,0.0000e+00
SW_cross_validated,8.1155e-66,1.2182e-64,1.5866e-04,,9.7020e-37,1.1983e-09,1.0310e-05,8.9372e-308,0.0000e+00
SW_15,3.6450e-130,3.6970e-128,1.3490e-30,9.7020e-37,,8.4296e-70,2.7633e-28,7.2810e-295,0.0000e+00
SW_30,1.3200e-44,1.3274e-43,4.7672e-27,1.1983e-09,8.4296e-70,,4.8343e-30,0.0000e+00,0.0000e+00
SW_60,2.9378e-102,4.9744e-100,4.3338e-01,1.0310e-05,2.7633e-28,4.8343e-30,,0.0000e+00,0.0000e+00
SW_120,0.0000e+00,0.0000e+00,0.0000e+00,8.9372e-308,7.2810e-295,0.0000e+00,0.0000e+00,,1.1255e-248
sFC,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.1255e-248,
