,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.75,2.09,8.81,29.73,20.35,14.08,8.48,1.00
DCC_joint,,0.75,,1.75,11.03,39.14,26.31,17.76,9.14,0.35
DCC_bivariate_loop,,2.09,1.75,,8.80,36.36,23.86,15.55,7.83,1.35
SW_cross_validated,,8.81,11.03,8.80,,33.00,18.25,8.57,2.47,10.21
SW_15,,29.73,39.14,36.36,33.00,,13.51,22.11,16.62,37.33
SW_30,,20.35,26.31,23.86,18.25,13.51,,8.74,8.25,25.00
SW_60,,14.08,17.76,15.55,8.57,22.11,8.74,,2.68,16.78
SW_120,,8.48,9.14,7.83,2.47,16.62,8.25,2.68,,8.75
sFC,,1.00,0.35,1.35,10.21,37.33,25.00,16.78,8.75,
