,0,1,2
0,0.59,0.41,
1,0.44,0.19,0.37
2,1.00,,
3,0.33,0.17,0.50
4,0.78,0.22,
5,0.21,0.79,
6,0.36,0.11,0.54
7,0.39,0.59,0.02
8,0.12,0.84,0.04
9,1.00,,
10,0.74,0.24,0.02
11,0.72,0.28,
12,0.89,0.10,0.01
13,1.00,,
14,0.67,0.33,
15,0.95,0.05,
16,0.86,0.08,0.07
17,0.06,0.94,
18,0.60,0.37,0.04
19,1.00,,
20,0.17,0.42,0.41
21,0.66,0.34,
22,0.43,0.47,0.10
23,0.37,0.53,0.10
24,0.99,0.01,
25,0.49,0.07,0.44
26,0.27,0.24,0.49
27,1.00,,
28,0.26,0.06,0.69
29,0.99,0.01,
30,0.57,0.39,0.04
31,0.18,0.44,0.38
32,0.67,0.32,0.01
33,0.92,0.01,0.07
34,0.07,0.60,0.32
35,1.00,,
36,0.93,0.07,
37,0.08,0.45,0.47
38,0.37,0.63,
39,0.96,0.02,0.02
40,1.00,,
41,0.85,0.15,
42,0.06,0.62,0.32
43,0.39,0.59,0.01
44,1.00,,
45,0.60,0.37,0.03
46,0.18,0.04,0.78
47,0.11,0.34,0.55
48,0.29,0.61,0.10
49,0.96,0.04,
50,0.60,0.40,
51,1.00,,
52,0.61,0.39,
53,0.33,0.04,0.63
54,0.89,0.07,0.04
55,0.44,0.56,
56,0.82,0.18,
57,0.29,0.71,
58,1.00,,
59,0.36,0.64,
60,0.77,0.10,0.13
61,0.59,0.10,0.30
62,1.00,,
63,1.00,,
64,0.97,0.03,
65,0.08,0.34,0.58
66,0.99,0.01,
67,0.98,0.02,
68,0.19,0.24,0.57
69,1.00,,
70,0.34,0.67,
71,0.94,0.06,
72,1.00,,
73,0.28,0.58,0.14
74,0.30,0.26,0.44
75,1.00,,
76,0.67,0.33,
77,0.54,0.46,
78,0.97,0.02,0.01
79,0.31,0.45,0.24
80,0.46,0.52,0.02
81,0.46,0.41,0.13
82,0.50,0.50,
83,0.04,0.04,0.92
84,1.00,,
85,1.00,,
86,0.29,0.70,
87,1.00,,
88,0.21,0.56,0.24
89,0.42,0.23,0.35
90,0.36,0.64,
91,0.69,0.31,
92,0.47,0.05,0.48
93,0.02,0.38,0.61
94,0.69,0.31,
95,0.51,0.49,
96,0.32,0.65,0.02
97,0.50,0.34,0.16
98,0.65,0.23,0.12
99,0.49,0.47,0.04
100,0.22,0.53,0.25
101,1.00,,
102,0.64,0.36,
103,0.90,0.10,
104,0.75,0.25,0.00
105,0.78,0.08,0.15
106,0.08,0.82,0.10
107,0.76,0.24,
108,0.15,0.68,0.18
109,0.46,0.13,0.40
110,0.23,0.06,0.71
111,0.30,0.66,0.05
112,1.00,,
113,0.24,0.46,0.29
114,0.14,0.86,
115,0.96,0.04,
116,0.57,0.40,0.03
117,0.24,0.51,0.26
118,0.39,0.15,0.45
119,0.22,0.78,
120,0.30,0.03,0.67
121,0.10,0.90,
122,0.93,0.07,
123,0.38,0.48,0.14
124,0.99,0.01,
125,1.00,,
126,0.15,0.21,0.64
127,0.74,0.09,0.17
128,0.77,0.22,0.01
129,0.14,0.32,0.55
130,1.00,,
131,0.45,0.54,0.01
132,0.34,0.26,0.40
133,0.10,0.11,0.79
134,0.12,0.88,
135,1.00,,
136,0.12,0.31,0.57
137,0.24,0.06,0.70
138,0.54,0.46,
139,0.79,0.21,
140,0.96,0.04,
141,0.51,0.49,
142,0.71,0.29,
143,0.35,0.64,0.02
144,0.43,0.57,
145,0.43,0.49,0.07
146,0.98,0.01,
147,0.03,0.56,0.40
148,0.04,0.73,0.24
149,0.99,0.01,
150,1.00,,
151,0.92,0.01,0.07
152,0.47,0.30,0.23
153,0.13,0.64,0.23
154,0.69,0.31,0.00
155,0.71,0.21,0.07
156,0.44,0.55,0.01
157,0.81,0.10,0.09
158,0.98,0.01,
159,0.74,0.24,0.03
160,0.66,0.12,0.23
161,0.96,0.04,
162,1.00,,
163,0.71,0.19,0.09
164,1.00,,
165,0.28,0.02,0.70
166,1.00,,
167,0.91,0.07,0.03
168,0.19,0.75,0.06
169,1.00,,
170,0.56,0.42,0.02
171,1.00,,
172,0.06,0.34,0.60
173,0.39,0.61,
174,0.29,0.41,0.30
175,0.76,0.24,
176,0.94,0.04,0.03
177,0.77,0.23,
178,0.49,0.49,0.03
179,0.13,0.31,0.56
180,0.89,0.11,
181,0.20,0.38,0.41
182,0.91,0.09,
183,0.42,0.13,0.44
184,0.36,0.64,
185,0.68,0.32,
186,0.49,0.50,0.01
187,0.57,0.43,
188,0.21,0.72,0.06
189,0.80,0.20,
190,0.95,0.05,
191,0.92,0.09,
192,0.50,0.26,0.24
193,0.65,0.24,0.11
194,0.89,0.11,
195,1.00,,
196,1.00,,
197,0.98,0.02,
198,1.00,,
199,1.00,,
200,0.72,0.27,0.01
201,0.62,0.03,0.34
202,0.12,0.87,0.01
203,0.65,0.35,
204,0.07,0.68,0.24
205,0.23,0.71,0.06
206,0.06,0.51,0.43
207,0.79,0.21,
208,1.00,0.00,
209,0.68,0.32,
210,0.57,0.43,0.01
211,0.28,0.72,
212,1.00,,
213,1.00,,
214,1.00,,
215,0.66,0.17,0.17
216,1.00,,
217,0.42,0.20,0.38
218,0.31,0.62,0.07
219,0.81,0.19,
220,0.39,0.57,0.04
221,0.97,0.03,
222,0.34,0.66,
223,0.00,0.03,0.97
224,0.82,0.18,
225,0.81,0.19,
226,1.00,,
227,1.00,,
228,0.73,0.27,0.01
229,0.40,0.55,0.05
230,1.00,,
231,0.20,0.74,0.06
232,0.75,0.25,
233,0.94,0.07,
234,0.62,0.01,0.37
235,1.00,,
236,0.91,0.09,
237,0.54,0.27,0.19
238,1.00,,
239,1.00,,
240,0.43,0.56,0.01
241,1.00,,
242,1.00,,
243,0.52,0.11,0.37
244,0.92,0.08,
245,1.00,,
