,0,1,2
0,1.00,,
1,0.63,0.37,
2,1.00,,
3,1.00,0.00,
4,1.00,,
5,0.99,0.01,
6,1.00,,
7,0.91,0.09,
8,1.00,,
9,1.00,,
10,0.99,0.01,
11,1.00,,
12,1.00,,
13,1.00,,
14,0.43,0.57,
15,1.00,,
16,1.00,,
17,1.00,,
18,0.99,0.01,
19,1.00,,
20,0.63,0.37,
21,1.00,,
22,0.46,0.53,0.01
23,0.99,0.01,
24,1.00,,
25,0.61,0.39,
26,0.90,0.10,
27,1.00,,
28,1.00,,
29,1.00,,
30,0.91,0.09,
31,0.86,0.14,
32,1.00,,
33,1.00,,
34,1.00,,
35,1.00,,
36,1.00,,
37,1.00,,
38,0.74,0.26,
39,1.00,,
40,1.00,,
41,1.00,,
42,0.97,0.03,
43,0.54,0.47,
44,1.00,,
45,0.43,0.01,0.55
46,0.87,0.13,
47,1.00,,
48,1.00,,
49,1.00,,
50,0.99,0.01,
51,1.00,,
52,1.00,,
53,1.00,,
54,1.00,,
55,0.92,0.08,
56,1.00,,
57,0.96,0.04,
58,1.00,,
59,1.00,0.00,
60,1.00,,
61,1.00,0.00,
62,1.00,,
63,1.00,,
64,1.00,,
65,1.00,,
66,1.00,,
67,1.00,,
68,0.99,0.01,
69,1.00,,
70,0.69,0.32,
71,1.00,,
72,1.00,,
73,0.95,0.04,0.02
74,0.24,0.48,0.28
75,1.00,,
76,1.00,,
77,1.00,,
78,1.00,,
79,0.47,0.33,0.20
80,1.00,,
81,1.00,,
82,1.00,,
83,1.00,0.00,
84,1.00,,
85,1.00,,
86,1.00,0.00,
87,1.00,,
88,1.00,,
89,0.65,0.35,0.00
90,1.00,,
91,1.00,,
92,1.00,,
93,1.00,,
94,1.00,0.00,
95,0.97,0.03,
96,0.66,0.34,
97,0.98,0.02,
98,0.85,0.14,0.01
99,0.46,0.54,
100,1.00,,
101,1.00,,
102,1.00,,
103,0.94,0.06,
104,1.00,,
105,0.99,0.01,
106,0.99,0.01,
107,1.00,,
108,0.99,0.01,
109,0.95,0.01,0.04
110,1.00,0.00,
111,0.99,0.01,
112,1.00,,
113,1.00,0.00,
114,1.00,,
115,1.00,,
116,1.00,0.00,0.00
117,0.99,0.01,
118,0.97,0.03,
119,1.00,,
120,1.00,,
121,1.00,,
122,1.00,,
123,1.00,0.00,
124,1.00,,
125,1.00,,
126,1.00,,
127,0.99,0.01,
