,0,1,2
0,0.51,0.43,0.06
1,0.63,0.23,0.14
2,0.73,0.27,
3,0.58,0.24,0.17
4,0.76,0.21,0.02
5,0.21,0.56,0.23
6,0.46,0.10,0.44
7,0.38,0.40,0.22
8,0.10,0.85,0.06
9,0.93,0.02,0.05
10,0.04,0.79,0.17
11,0.66,0.34,0.01
12,0.64,0.32,0.04
13,0.76,0.01,0.23
14,0.41,0.51,0.08
15,0.01,0.22,0.77
16,0.17,0.23,0.60
17,0.84,0.05,0.12
18,0.48,0.31,0.21
19,0.57,0.43,
20,0.15,0.62,0.23
21,0.43,0.57,
22,0.18,0.41,0.42
23,0.38,0.17,0.45
24,0.15,0.84,
25,0.45,0.49,0.05
26,0.35,0.12,0.53
27,0.71,0.27,0.01
28,0.55,0.06,0.39
29,0.62,0.38,
30,0.49,0.13,0.38
31,0.32,0.42,0.26
32,0.12,0.45,0.43
33,0.15,0.73,0.12
34,0.16,0.56,0.28
35,0.85,0.14,0.02
36,0.64,0.33,0.03
37,0.17,0.73,0.10
38,0.47,0.51,0.02
39,0.04,0.40,0.56
40,0.74,0.26,
41,0.29,0.71,
42,0.17,0.32,0.51
43,0.32,0.33,0.35
44,0.78,0.21,0.01
45,0.53,0.36,0.11
46,0.13,0.35,0.53
47,0.51,0.48,0.02
48,0.41,0.12,0.47
49,0.00,0.61,0.39
50,0.43,0.51,0.06
51,0.81,0.19,
52,0.46,0.50,0.04
53,0.92,0.02,0.06
54,0.73,0.07,0.20
55,0.59,0.24,0.16
56,0.83,0.16,0.01
57,0.14,0.10,0.77
58,0.94,0.06,
59,0.49,0.46,0.05
60,0.49,0.08,0.43
61,0.85,0.12,0.03
62,0.50,0.50,
63,0.87,0.13,0.00
64,0.55,0.40,0.05
65,0.16,0.74,0.10
66,0.86,0.14,
67,0.60,0.40,
68,0.56,0.18,0.25
69,0.12,0.88,
70,0.48,0.48,0.04
71,0.10,0.89,0.01
72,0.88,0.12,
73,0.28,0.44,0.28
74,0.49,0.15,0.36
75,0.87,0.13,
76,0.54,0.40,0.06
77,0.12,0.26,0.62
78,0.82,0.08,0.10
79,0.56,0.33,0.10
80,0.30,0.59,0.11
81,0.51,0.17,0.32
82,0.64,0.06,0.30
83,0.79,0.15,0.06
84,0.99,0.01,
85,0.83,0.17,
86,0.17,0.75,0.08
87,0.88,0.12,
88,0.25,0.48,0.27
89,0.52,0.16,0.32
90,0.28,0.61,0.11
91,0.43,0.47,0.10
92,0.16,0.21,0.63
93,0.64,0.21,0.15
94,0.52,0.43,0.06
95,0.66,0.32,0.03
96,0.42,0.25,0.34
97,0.19,0.49,0.32
98,0.22,0.55,0.23
99,0.50,0.23,0.27
100,0.32,0.58,0.10
101,0.76,0.24,
102,0.45,0.49,0.06
103,0.86,0.10,0.03
104,0.58,0.34,0.09
105,0.37,0.55,0.08
106,0.28,0.16,0.56
107,0.60,0.32,0.08
108,0.17,0.77,0.05
109,0.45,0.20,0.35
110,0.18,0.66,0.16
111,0.43,0.19,0.38
112,0.71,0.29,
113,0.19,0.23,0.58
114,0.36,0.09,0.54
115,0.62,0.34,0.04
116,0.60,0.37,0.03
117,0.51,0.15,0.34
118,0.31,0.45,0.24
119,0.77,0.12,0.11
120,0.07,0.73,0.20
121,0.91,0.01,0.08
122,0.81,0.16,0.03
123,0.28,0.58,0.13
124,0.94,0.04,0.03
125,0.93,0.07,
126,0.15,0.80,0.04
127,0.31,0.50,0.18
128,0.55,0.39,0.07
129,0.21,0.62,0.16
130,0.87,0.13,
131,0.62,0.16,0.22
132,0.48,0.09,0.43
133,0.75,0.19,0.06
134,0.84,0.09,0.07
135,0.92,0.08,
136,0.63,0.20,0.17
137,0.06,0.47,0.47
138,0.46,0.48,0.06
139,0.65,0.00,0.35
140,0.71,0.22,0.07
141,0.42,0.44,0.14
142,0.59,0.39,0.02
143,0.42,0.51,0.08
144,0.25,0.71,0.04
145,0.26,0.63,0.11
