,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.01,0.34,0.21,0.16,0.17,0.00,0.03,0.33,0.15,-0.12,0.21,-0.09,-0.13,-0.23
1,-0.01,1.00,-0.08,0.07,-0.04,0.08,0.16,-0.21,0.09,0.24,0.07,-0.05,0.00,-0.03,-0.02
2,0.34,-0.08,1.00,0.27,0.37,-0.07,-0.19,0.01,0.30,0.01,-0.34,0.11,-0.09,0.13,-0.08
3,0.21,0.07,0.27,1.00,0.08,0.12,0.08,-0.02,0.19,0.06,-0.08,0.08,-0.03,0.04,-0.04
4,0.16,-0.04,0.37,0.08,1.00,-0.04,-0.16,0.21,0.18,0.22,-0.42,0.29,-0.02,-0.13,-0.13
5,0.17,0.08,-0.07,0.12,-0.04,1.00,0.22,0.13,0.08,0.17,0.04,0.11,0.13,-0.07,-0.09
6,0.00,0.16,-0.19,0.08,-0.16,0.22,1.00,0.07,0.02,0.12,0.23,-0.00,0.24,0.05,-0.01
7,0.03,-0.21,0.01,-0.02,0.21,0.13,0.07,1.00,-0.04,0.05,-0.06,0.16,0.18,0.02,0.10
8,0.33,0.09,0.30,0.19,0.18,0.08,0.02,-0.04,1.00,0.08,-0.19,0.04,-0.06,0.10,-0.20
9,0.15,0.24,0.01,0.06,0.22,0.17,0.12,0.05,0.08,1.00,-0.10,0.05,0.02,-0.18,-0.21
10,-0.12,0.07,-0.34,-0.08,-0.42,0.04,0.23,-0.06,-0.19,-0.10,1.00,0.00,0.02,0.16,0.09
11,0.21,-0.05,0.11,0.08,0.29,0.11,-0.00,0.16,0.04,0.05,0.00,1.00,0.02,0.00,-0.21
12,-0.09,0.00,-0.09,-0.03,-0.02,0.13,0.24,0.18,-0.06,0.02,0.02,0.02,1.00,0.05,0.18
13,-0.13,-0.03,0.13,0.04,-0.13,-0.07,0.05,0.02,0.10,-0.18,0.16,0.00,0.05,1.00,0.11
14,-0.23,-0.02,-0.08,-0.04,-0.13,-0.09,-0.01,0.10,-0.20,-0.21,0.09,-0.21,0.18,0.11,1.00
