,0,1,2
0,1.00,,
1,0.88,0.12,
2,1.00,,
3,1.00,0.00,
4,1.00,,
5,1.00,,
6,1.00,,
7,0.99,0.01,
8,1.00,,
9,1.00,,
10,1.00,0.00,
11,1.00,,
12,1.00,,
13,1.00,,
14,0.85,0.15,
15,1.00,,
16,1.00,,
17,1.00,,
18,0.99,0.01,
19,1.00,,
20,0.80,0.20,
21,1.00,,
22,0.95,0.05,0.00
23,1.00,,
24,1.00,,
25,0.79,0.21,
26,0.96,0.04,
27,1.00,,
28,1.00,,
29,1.00,,
30,0.97,0.03,
31,0.90,0.10,
32,1.00,,
33,1.00,,
34,1.00,,
35,1.00,,
36,1.00,,
37,1.00,,
38,0.95,0.05,
39,1.00,,
40,1.00,,
41,1.00,,
42,1.00,0.00,
43,0.99,0.01,
44,1.00,,
45,0.58,0.02,0.40
46,1.00,0.00,
47,1.00,,
48,1.00,,
49,1.00,,
50,1.00,,
51,1.00,,
52,1.00,,
53,1.00,,
54,1.00,,
55,1.00,,
56,1.00,,
57,1.00,,
58,1.00,,
59,1.00,,
60,1.00,,
61,1.00,,
62,1.00,,
63,1.00,,
64,1.00,,
65,1.00,,
66,1.00,,
67,1.00,,
68,1.00,,
69,1.00,,
70,0.66,0.34,
71,1.00,,
72,1.00,,
73,1.00,0.00,
74,0.79,0.00,0.21
75,1.00,,
76,1.00,,
77,1.00,,
78,1.00,,
79,0.92,0.08,0.00
80,1.00,,
81,1.00,,
82,1.00,,
83,1.00,,
84,1.00,,
85,1.00,,
86,1.00,,
87,1.00,,
88,1.00,,
89,0.75,0.25,
90,1.00,,
91,1.00,,
92,1.00,,
93,1.00,,
94,1.00,,
95,0.99,0.01,
96,1.00,,
97,1.00,,
98,0.99,0.01,
99,0.39,0.61,
100,1.00,,
101,1.00,,
102,1.00,,
103,0.99,0.01,
104,1.00,,
105,1.00,0.00,
106,0.99,0.01,
107,1.00,,
108,1.00,,
109,0.99,0.01,
110,1.00,0.00,
111,0.99,0.01,
112,1.00,,
113,1.00,,
114,1.00,,
115,1.00,,
116,0.99,0.01,
117,1.00,,
118,0.98,0.01,
119,1.00,,
120,1.00,,
121,1.00,,
122,1.00,,
123,1.00,0.00,
124,1.00,,
125,1.00,,
126,1.00,,
127,1.00,,
128,0.85,0.15,
129,1.00,,
130,1.00,,
131,1.00,,
132,1.00,,
133,0.92,0.09,
134,1.00,,
135,1.00,,
136,0.92,0.08,
137,1.00,,
138,1.00,,
139,1.00,,
140,1.00,,
141,1.00,,
142,1.00,0.00,
143,1.00,,
144,1.00,,
145,1.00,,
146,1.00,,
147,1.00,,
148,1.00,,
149,1.00,,
150,1.00,,
151,1.00,,
152,0.86,0.14,0.01
153,1.00,,
154,0.99,0.01,
155,1.00,,
156,1.00,,
157,1.00,,
158,1.00,,
159,1.00,,
160,0.98,0.02,
161,1.00,,
162,1.00,,
163,1.00,,
164,1.00,,
