,0,1,2
0,0.66,0.33,0.00
1,0.11,0.55,0.34
2,1.00,,
3,0.05,0.34,0.61
4,0.79,0.21,
5,0.18,0.82,
6,0.22,0.58,0.20
7,0.23,0.77,
8,0.11,0.89,
9,1.00,,
10,0.69,0.31,
11,1.00,,
12,0.98,0.02,
13,1.00,,
14,0.53,0.47,
15,1.00,,
16,0.02,0.98,
17,0.28,0.71,
18,0.70,0.30,
19,1.00,,
20,0.07,0.34,0.59
21,0.79,0.21,
22,0.52,0.48,
23,0.38,0.62,
24,1.00,,
25,0.46,0.23,0.32
26,0.08,0.33,0.59
27,1.00,,
28,0.23,0.77,
29,1.00,,
30,0.42,0.58,
31,0.42,0.48,0.10
32,1.00,,
33,0.03,0.97,
34,1.00,,
35,1.00,,
36,1.00,,
37,0.10,0.90,
38,0.34,0.66,
39,1.00,,
40,1.00,,
41,0.86,0.14,
42,0.03,0.70,0.27
43,0.47,0.53,
44,1.00,,
45,0.70,0.28,0.01
46,0.29,0.71,
47,0.19,0.15,0.66
48,0.29,0.71,
49,1.00,,
50,0.70,0.30,
51,1.00,,
52,0.81,0.18,
53,1.00,,
54,0.96,0.03,0.00
55,0.47,0.53,
56,1.00,,
57,0.45,0.55,
58,1.00,,
59,0.44,0.56,
60,0.01,0.99,
61,0.03,0.28,0.69
62,1.00,,
63,1.00,,
64,1.00,,
65,0.12,0.63,0.24
66,1.00,,
67,1.00,,
68,0.07,0.66,0.27
69,1.00,,
70,0.47,0.53,
71,1.00,,
72,1.00,,
73,0.15,0.30,0.54
74,0.37,0.27,0.36
75,1.00,,
76,0.82,0.18,
77,0.28,0.72,
78,1.00,,
79,0.29,0.60,0.11
80,0.47,0.53,0.01
81,0.11,0.89,
82,0.32,0.68,
83,0.07,0.93,
84,1.00,,
85,1.00,,
86,0.32,0.68,
87,1.00,,
88,0.27,0.54,0.19
89,0.53,0.22,0.25
90,1.00,,
91,0.77,0.23,
92,0.69,0.31,
93,0.64,0.36,
94,0.82,0.18,
95,0.70,0.30,
96,0.40,0.60,
97,0.58,0.42,
98,0.62,0.25,0.13
99,0.27,0.73,
100,0.74,0.26,
101,1.00,,
102,0.82,0.18,
103,0.80,0.20,
104,0.86,0.14,
