,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.13,0.33,0.05,0.02,0.01,-0.04,0.02,0.01,0.04,0.04,0.09,-0.04,-0.06,-0.07
1,-0.13,1.00,-0.13,0.06,-0.13,-0.04,0.17,-0.46,0.10,0.31,0.01,-0.22,-0.12,-0.07,-0.12
2,0.33,-0.13,1.00,0.02,0.17,-0.04,-0.10,0.04,0.06,-0.04,-0.09,-0.08,0.00,0.20,0.06
3,0.05,0.06,0.02,1.00,-0.03,0.03,0.07,-0.05,-0.02,0.00,0.10,-0.01,0.01,0.05,0.06
4,0.02,-0.13,0.17,-0.03,1.00,-0.16,-0.21,0.16,-0.14,-0.02,-0.16,0.17,-0.07,-0.04,0.04
5,0.01,-0.04,-0.04,0.03,-0.16,1.00,0.21,0.10,0.10,-0.07,0.03,0.05,0.12,-0.09,-0.05
6,-0.04,0.17,-0.10,0.07,-0.21,0.21,1.00,-0.09,0.07,0.08,0.12,-0.11,0.19,0.06,-0.10
7,0.02,-0.46,0.04,-0.05,0.16,0.10,-0.09,1.00,-0.12,-0.10,-0.02,0.26,0.17,0.01,0.15
8,0.01,0.10,0.06,-0.02,-0.14,0.10,0.07,-0.12,1.00,-0.15,-0.12,-0.06,-0.00,0.16,-0.10
9,0.04,0.31,-0.04,0.00,-0.02,-0.07,0.08,-0.10,-0.15,1.00,0.03,-0.15,0.04,-0.14,-0.12
10,0.04,0.01,-0.09,0.10,-0.16,0.03,0.12,-0.02,-0.12,0.03,1.00,0.11,-0.01,-0.05,-0.02
11,0.09,-0.22,-0.08,-0.01,0.17,0.05,-0.11,0.26,-0.06,-0.15,0.11,1.00,0.01,-0.07,-0.08
12,-0.04,-0.12,0.00,0.01,-0.07,0.12,0.19,0.17,-0.00,0.04,-0.01,0.01,1.00,0.15,0.12
13,-0.06,-0.07,0.20,0.05,-0.04,-0.09,0.06,0.01,0.16,-0.14,-0.05,-0.07,0.15,1.00,0.05
14,-0.07,-0.12,0.06,0.06,0.04,-0.05,-0.10,0.15,-0.10,-0.12,-0.02,-0.08,0.12,0.05,1.00
