,null,constant,periodic_1,periodic_2,periodic_3,periodic_4,periodic_5,boxcar,stepwise,state_transition,change_point
0,177,105,39,27,21,27,23,33,27,177,69
1,167,75,39,25,27,23,23,41,27,153,47
2,147,179,37,37,25,37,25,43,27,171,53
3,109,177,33,31,33,23,25,49,39,119,77
4,175,177,39,39,33,29,21,27,25,63,105
5,177,179,41,23,33,23,25,29,21,41,85
6,147,147,43,31,25,21,21,41,31,179,61
7,109,169,31,33,29,25,25,27,59,163,73
8,173,93,29,39,23,23,21,31,27,37,97
9,91,123,29,23,21,23,21,63,21,103,155
